Price,sqft,beds,bath,age,stories,vacant,sqrt_Price,tr2_Price,sqrt_sqft,p_Price,r_Price
105,1666,3,2,14,1,0,10.24695077,4.71769398,40.81666326,124.4147602,-19.41476015
92,1126,3,1,41,1,0,9.591663047,4.514357436,33.55592347,79.74119549,12.25880451
119,1894,4,3,3,2,0,10.90871212,4.918684735,43.52011029,139.6562626,-20.65626261
124,1983,4,2,44,1,0,11.13552873,4.986630952,44.53088816,114.6080177,9.391982324
70,1300,3,2,54,1,0,8.366600265,4.1212853,36.05551276,92.38337082,-22.38337082
76,1001,3,1,41,1,0,8.717797887,4.235823584,31.63858404,74.75574046,1.244259544
155,2163,4,3,16,2,0,12.4498996,5.371685355,46.50806382,156.2963286,-1.296328559
300,1861,2,2,7,2,0,17.32050808,6.694329501,43.13930922,233.0092848,66.99071517
102,1635,4,3,4,2,0,10.09950494,4.672328728,40.43513324,114.2658984,-12.26589838
84,1452,3,2,62,1,0,9.16515139,4.37951914,38.10511777,96.73468858,-12.73468858
73,1200,3,2,10,1,0,8.544003745,4.179339196,34.64101615,84.28319025,-11.28319025
107,2315,4,4,86,2,0,10.34408043,4.747459399,48.1144469,99.32596588,7.674034124
222.5,2426,4,3,3,2,0,14.91643389,6.059591371,49.25444142,191.5491077,30.95089234
282.5,2552,3,3,7,1,0,16.80773631,6.561545591,50.51732376,237.1110641,45.38893587
88,1440,3,2,12,1,0,9.38083152,4.447960181,37.94733192,105.5021066,-17.50210658
75,1200,3,1,0,1,0,8.660254038,4.217163327,34.64101615,70.77442379,4.225576211
164,2125,4,2,21,1,0,12.80624848,5.473703675,46.09772229,144.3617564,19.63824359
145,1948,4,2,6,1,0,12.04159458,5.253587873,44.13615298,143.914953,1.085047043
186,1672,2,2,13,1,0,13.6381817,5.708267473,40.8900966,166.5511572,19.44884277
106,1106,2,1,31,1,0,10.29563014,4.732623491,33.2565783,92.954814,13.045186
97.5,1460,3,1,47,1,0,9.874208829,4.602582041,38.20994635,92.99933078,4.500669226
176,2250,4,3,8,2,0,13.26649916,5.604078661,47.4341649,170.1857235,5.814276495
59.6,1394,2,1,48,1,0,7.720103626,3.906148531,37.33630941,107.1687604,-47.56876035
155,1800,5,2,1,1,0,12.4498996,5.371685355,42.42640687,-17.0198018,172.0198018
157.5,2456,4,3,6,2,0,12.5499004,5.400411491,49.55804677,191.2420019,-33.74200187
82.5,1180,3,2,28,1,0,9.082951062,4.353293846,34.35112808,84.62134521,-2.121345206
115,1640,3,2,18,1,0,10.7238053,4.862944131,40.49691346,120.5403526,-5.5403526
64.5,785,2,1,58,1,0,8.031189202,4.010389657,28.01785145,63.94102543,0.558974571
67,990,2,2,70,1,0,8.185352772,4.0615481,31.46426545,56.38435248,10.61564752
84.95,1390,4,2,50,1,0,9.216832428,4.39596738,37.28270377,87.08612215,-2.136122147
145,1839,4,2,53,2,0,12.04159458,5.253587873,42.88356329,123.9234818,21.07651819
89.95,1385,3,2,7,1,0,9.484197383,4.480574703,37.21558813,101.2770422,-11.32704215
100,1094,3,2,10,1,0,10,4.641588834,33.07567082,74.75031574,25.24968426
132.5,1420,3,2,33,1,0,11.51086443,5.098064112,37.68288736,100.4043399,32.09566009
106.2,1477,3,1,56,1,0,10.30533842,4.735598114,38.4317577,93.28745693,12.91254307
112,1519,3,2,20,1,0,10.58300524,4.820284528,38.97435054,110.2318491,1.768150912
161,1532,3,2,31,1,0,12.68857754,5.440121825,39.14077158,108.0708417,52.92915833
124,2224,4,3,15,2,0,11.13552873,4.986630952,47.15930449,162.1368744,-38.1368744
103,1400,2,2,7,1,0,10.14889157,4.687548148,37.41657387,137.7712067,-34.77120667
238,2500,3,5,47,2,0,15.42724862,6.197154435,50,238,-9.38E-13
70,1384,3,1,35,1,0,8.366600265,4.1212853,37.20215048,89.56593966,-19.56593966
264,2800,3,2,27,1,0,16.24807681,6.41506866,52.91502622,198.2910863,65.70891374
105.5,1560,3,2,37,1,0,10.27131929,4.725170529,39.49683532,107.9789059,-2.478905914
92.5,1200,3,2,21,1,0,9.617692031,4.522520848,34.64101615,85.33416841,7.16583159
143.5,1900,4,3,39,1,0,11.97914855,5.235409222,43.58898944,147.3671022,-3.867102224
113.95,1362,3,2,11,1,0,10.67473653,4.848098592,36.90528417,98.76018119,15.18981881
74.5,1249,3,2,16,1,0,8.631338251,4.20777095,35.34119409,88.92258428,-14.42258428
130,2030,4,3,17,2,0,11.40175425,5.065797019,45.0555213,144.7416957,-14.74169572
143,2678,5,3,6,2,0,11.95826074,5.229321532,51.74939613,152.0632339,-9.063233933
122,2034,4,3,17,1,0,11.04536102,4.959675664,45.09988914,169.8639579,-47.86395789
87,1195,3,2,18,1,0,9.327379053,4.431047622,34.56877204,84.64421057,2.355789435
139,1844,4,2,25,1,0,11.78982612,5.180101467,42.94182111,121.5376145,17.46238554
114,1942,3,2,20,1,0,10.67707825,4.848807586,44.06812907,143.3733344,-29.3733344
128,2000,4,2,20,1,0,11.3137085,5.0396842,44.72135955,136.3125867,-8.312586688
68,1000,3,1,23,1,0,8.246211251,4.081655102,31.6227766,65.31321259,2.686787413
127,1660,3,2,0,2,0,11.26942767,5.026525695,40.74309758,128.5688071,-1.568807062
133,1760,3,2,7,1,0,11.5325626,5.104468722,41.95235393,136.3050468,-3.305046833
97,1489,3,2,17,1,0,9.848857802,4.594700892,38.58756276,108.5991014,-11.59910136
88,1102,3,1,41,1,0,9.38083152,4.447960181,33.19638535,78.78398812,9.216011878
86,1014,3,1,45,1,0,9.273618496,4.414004962,31.84336666,77.29883324,8.701166761
155,1800,3,2,74,2,0,12.4498996,5.371685355,42.42640687,122.4015644,32.59843564
112,1129,3,1,46,1,0,10.58300524,4.820284528,33.60059523,81.72551671,30.27448329
107,1678,3,3,6,2,0,10.34408043,4.747459399,40.9633983,134.4942325,-27.49423246
103,1653,4,2,0,1,0,10.14889157,4.687548148,40.6571027,120.5576573,-17.5576573
77,1350,3,2,28,1,0,8.774964387,4.254320865,36.74234614,96.36517884,-19.36517884
127.5,1970,4,2,5,1,0,11.29158979,5.033113548,44.38468204,146.705393,-19.20539296
79.5,1190,3,2,16,1,0,8.91627725,4.299873802,34.49637662,84.02662796,-4.526627962
121.25,1630,4,3,69,2,0,11.01135777,4.949491496,40.37325848,105.9222096,15.32779037
120,1900,3,2,19,1,0,10.95445115,4.932424149,43.58898944,140.7980349,-20.79803494
129,1478,3,2,15,1,0,11.35781669,5.052774347,38.44476557,108.1520282,20.84797176
121,1912,4,2,20,1,0,11,4.946087443,43.72642222,129.9296696,-8.929669641
126.2,1850,3,2,13,1,0,11.23387734,5.015949071,43.01162634,140.7672245,-14.56722454
125,1657,3,2,8,1,0,11.18033989,5,40.70626487,126.250171,-1.250171033
103.5,1666,3,2,32,1,0,10.17349498,4.695120937,40.81666326,116.4177883,-12.91778825
117.5,1832,4,2,16,1,0,10.83974169,4.897930544,42.80186912,126.8392549,-9.339254911
83,2000,4,2,72,2,0,9.110433579,4.362070672,44.72135955,122.6360718,-39.63607179
150,1753,3,2,19,1,0,12.24744871,5.313292846,41.86884283,129.1104947,20.88950529
165,1680,4,3,5,1,0,12.84523258,5.484806552,40.98780306,156.6801075,8.319892534
105.5,1671,3,2,10,1,0,10.27131929,4.725170529,40.87786687,126.6415289,-21.1415289
210,3074,4,3,25,2,0,14.49137675,5.943921953,55.4436651,215.295617,-5.295617021
112.5,1517,3,2,20,1,0,10.60660172,4.827446923,38.94868419,110.0751518,2.424848242
189,1685,2,2,16,1,0,13.74772709,5.738793548,41.0487515,164.485365,24.51463503
130.5,1487,3,2,15,1,0,11.42365966,5.072283322,38.56163897,108.9092947,21.59070526
89.8,1400,3,2,25,1,0,9.476286192,4.478082726,37.41657387,100.227664,-10.42766395
95,1490,3,2,43,1,0,9.746794345,4.562902635,38.60051813,102.4306339,-7.430633937
87.5,1450,3,2,30,1,0,9.354143467,4.439520009,38.07886553,102.8851975,-15.38519753
64,1050,3,1,56,1,0,8,4,32.40370349,83.67676718,-19.67676718
131,2226,4,3,14,2,0,11.44552314,5.078753078,47.18050445,163.1155218,-32.11552182
67.5,1115,3,1,53,1,0,8.215838363,4.071626425,33.39161571,83.97229728,-16.47229728
82.25,1031,3,1,41,1,0,9.069178574,4.34889213,32.10918872,75.95224966,6.297750337
117.5,1655,2,2,40,1,0,10.83974169,4.897930544,40.68169121,132.0489363,-14.54893633
92,1227,3,2,6,1,0,9.591663047,4.514357436,35.02855978,86.45430982,5.545690179
120,1700,2,1,57,1,0,10.95445115,4.932424149,41.23105626,119.4094299,0.590570079
112,1866,4,2,18,1,0,10.58300524,4.820284528,43.19722213,128.0280354,-16.02803536
158.5,1676,3,2,40,1,0,12.58967831,5.411816829,40.93897898,113.4153829,45.0846171
121,1755,3,2,11,1,0,11,4.946087443,41.89272013,133.6485075,-12.64850747
81,1249,3,2,16,1,0,9,4.326748711,35.34119409,88.92258428,-7.922584276
60,1128,3,1,75,1,0,7.745966692,3.914867641,33.58571125,92.54010682,-32.54010682
82,999,3,1,15,1,0,9.055385138,4.344481486,31.60696126,61.06425726,20.93574274
89.5,1700,3,3,20,2,0,9.460443964,4.473090433,41.23105626,134.4439318,-44.94393179
77.5,1100,2,1,60,1,0,8.803408431,4.263509492,33.1662479,81.95201061,-4.452010609
88.5,1302,3,1,42,1,0,9.407443861,4.456368444,36.08323711,86.93324507,1.566754928
75,1064,3,2,22,1,0,8.660254038,4.217163327,32.61901286,75.08938132,-0.089381319
105,1650,3,2,27,1,0,10.24695077,4.71769398,40.62019202,117.5153328,-12.51533276
145,2678,5,3,6,2,1,12.04159458,5.253587873,51.74939613,154.5098834,-9.509883374
360,3792,6,5,3,2,1,18.97366596,7.113786609,61.57921727,360,4.55E-13
178.5,3000,3,3,40,1,1,13.36038922,5.63048847,54.77225575,167.139847,11.36015298
134,2240,3,2,0,1,1,11.5758369,5.117229947,47.32863827,176.9583063,-42.95830632
85,1216,3,2,11,1,1,9.219544457,4.396829672,34.87119155,80.54395292,4.456047081
104.5,1679,3,2,45,1,1,10.22252415,4.710193659,40.9756025,99.75146857,4.748531432
100,1650,3,2,20,1,1,10,4.641588834,40.62019202,111.2642158,-11.26421575
92.5,1163,2,1,71,1,1,9.617692031,4.522520848,34.10278581,70.93950139,21.56049861
119.5,2010,3,2,96,2,1,10.93160556,4.925564023,44.83302354,108.6410557,10.85894426
50.005,917,2,1,45,1,1,7.071421356,3.684154296,30.28200786,67.87732755,-17.87232755
89.9,1064,3,2,0,1,1,9.481561053,4.479744352,32.61901286,66.31367076,23.58632924
129,2041,4,3,6,2,1,11.35781669,5.052774347,45.17742799,136.7560498,-7.756049842
106,1684,3,2,14,1,1,10.29563014,4.732623491,41.03656906,116.966802,-10.96680198
129,2350,4,3,5,2,1,11.35781669,5.052774347,48.47679857,164.5651393,-35.56513933
111.999,1440,3,2,0,1,1,10.582958,4.820270182,37.94733192,101.6898468,10.30915325
81.2,1120,3,2,1,1,1,9.011104261,4.330306894,33.46640106,71.68724086,9.512759144
61,1108,3,2,45,1,1,7.810249676,3.936497183,33.28663395,75.79398497,-14.79398497
130,1583,3,2,6,1,1,11.40175425,5.065797019,39.78693253,112.5546848,17.44531523
89.7,1224,3,2,34,1,1,9.471008394,4.476419865,34.98571137,80.83366976,8.866330242
132,2208,4,3,5,2,1,11.48912529,5.09164337,46.9893605,152.0982775,-20.09827749
67.565,1424,2,1,30,1,1,8.219793185,4.072932947,37.73592453,114.1856807,-46.62068068
79.9,1064,3,2,0,1,1,8.938679992,4.307073269,32.61901286,66.31367076,13.58632924
89.9,1227,3,2,6,1,1,9.481561053,4.479744352,35.02855978,81.53458689,8.365413113
146,1802,3,3,11,2,1,12.08304597,5.265637428,42.44997055,127.1529472,18.84705284
55,1097,3,2,15,1,1,7.416198487,3.802952461,33.12099032,71.38981556,-16.38981556
139.95,1986,3,2,53,1,1,11.83004649,5.191875874,44.56455991,105.4450369,34.5049631
79.9,1515,3,2,11,1,1,8.938679992,4.307073269,38.92300091,104.8655248,-24.96552478
69,1204,3,2,25,1,1,8.306623863,4.10156593,34.69870315,79.67243559,-10.67243559
135,2124,3,2,16,1,1,11.61895004,5.12992784,46.08687449,149.1121068,-14.11210676
93,1512,3,2,48,1,1,9.643650761,4.530654896,38.88444419,91.69668091,1.303319086
75.3,988,3,1,40,1,1,8.67755726,4.22277873,31.43246729,81.20469507,-5.90469507
75.5,1536,3,2,21,1,1,8.689073599,4.226514052,39.19183589,102.8025169,-27.30251693
93,1042,3,2,1,1,1,9.643650761,4.530654896,32.28002478,64.43892213,28.56107787
60.5,868,2,1,50,1,1,7.778174593,3.925712205,29.46183973,63.7130521,-3.213052102
73.501,1325,2,2,55,2,1,8.573272421,4.188878361,36.40054945,104.6747749,-31.17377492
80,1137,3,2,10,1,1,8.94427191,4.30886938,33.7194306,74.03276706,5.967232944
124.9,1973,4,3,6,2,1,11.17586686,4.998666311,44.41846463,130.8647753,-5.964775295
78,1257,3,2,12,1,1,8.831760866,4.272658682,35.4541958,83.82509353,-5.825093532
66,1052,2,1,50,1,1,8.124038405,4.041240021,32.43454948,74.99288374,-8.992883736
125,2226,4,3,17,2,1,11.18033989,5,47.18050445,142.9409617,-17.94096167
69.65,1340,3,2,22,2,1,8.345657554,4.114405011,36.60601044,91.92533354,-22.27533354
95,1014,3,1,42,1,1,9.746794345,4.562902635,31.84336666,82.924,12.07600001
91,1500,3,2,35,1,1,9.539392014,4.497941445,38.72983346,95.5953379,-4.5953379
98.95,1333,4,2,0,1,1,9.947361459,4.625286079,36.51027253,88.97069878,9.97930122
159.95,1920,4,3,0,1,1,12.64713406,5.428269671,43.8178046,154.468043,5.481957048
179.95,2813,4,3,28,1,1,13.41454435,5.645693327,53.03772243,160.6078003,19.34219971
124.5,2134,4,3,18,2,1,11.1579568,4.993324425,46.19523785,135.354498,-10.85449802
116.25,1811,3,2,4,1,1,10.78192933,4.880500038,42.55584566,133.8128577,-17.56285765
89,1719,4,2,25,1,1,9.433981132,4.464745096,41.46082488,107.2780098,-18.27800984
75,1214,3,2,18,1,1,8.660254038,4.217163327,34.84250278,80.35247766,-5.352477661
161,2194,4,2,55,2,1,12.68857754,5.440121825,46.84015372,140.4678854,20.53211462
126,1661,3,2,26,1,1,11.22497216,5.013297935,40.75536775,108.9127709,17.08722906
85,1472,3,2,24,1,1,9.219544457,4.396829672,38.36665219,97.42899642,-12.42899642
190.5,2610,4,3,15,2,1,13.80217374,5.753935554,51.0881591,173.9954697,16.50453031
127,1900,4,2,12,1,1,11.26942767,5.026525695,43.58898944,128.9365851,-1.936585074
115,1767,3,2,25,1,1,10.7238053,4.862944131,42.03569911,116.3379744,-1.337974382
79.5,1525,3,2,5,1,1,8.91627725,4.299873802,39.05124838,107.8652273,-28.36522726
79.95,1044,3,2,1,1,1,8.941476388,4.307971512,32.31098884,64.62477646,15.32522354
68,1131,2,2,42,1,1,8.246211251,4.081655102,33.63034344,60.69995899,7.300041007
107,1254,3,2,21,1,1,10.34408043,4.747459399,35.41186242,83.1304969,23.8695031
95,1364,3,2,14,2,1,9.746794345,4.562902635,36.93237063,93.53234046,1.467659541
111.6,1646,4,3,5,2,1,10.56409012,4.814539249,40.57092555,102.7575989,8.842401087
51.9,1189,3,2,57,1,1,7.204165462,3.730116986,34.4818793,79.49067772,-27.59067772
58.9,1088,3,2,17,1,1,7.674633542,3.890795739,32.98484501,70.98312511,-12.08312511
60,1135,4,2,14,1,1,7.745966692,3.914867641,33.68976106,72.13603701,-12.13603701
59,770,2,1,47,1,1,7.681145748,3.892996416,27.74887385,57.89070063,1.109299371
70,1148,3,2,20,1,1,8.366600265,4.1212853,33.88214869,75.66370724,-5.663707243
89.9,1064,3,2,0,1,1,9.481561053,4.479744352,32.61901286,66.31367076,23.58632924
180,2845,5,4,3,2,1,13.41640787,5.646216173,53.33854141,168.939332,11.06066803
83.5,1040,3,2,5,1,1,9.137833441,4.370812319,32.24903099,65.04287115,18.45712885
105.505,1665,3,2,16,1,1,10.27156269,4.725245175,40.80441153,114.434201,-8.929200975
192,1705,2,2,0,1,1,13.85640646,5.768998281,41.29164564,165.605213,26.39478701
71,908,3,1,37,1,1,8.426149773,4.140817749,30.13303835,76.87932277,-5.879322774
83,1480,3,2,54,1,1,9.110433579,4.362070672,38.47076812,88.59176143,-5.591761429
91.5,1413,3,2,14,1,1,9.565563235,4.506164391,37.58989226,95.86462393,-4.364623928
99,1706,3,2,39,1,1,9.949874371,4.626065009,41.30375286,104.328616,-5.328616
160.75,1724,3,2,0,1,1,12.67872233,5.437304569,41.52107898,128.4101499,32.3398501
77.7,1040,3,2,4,1,1,8.814760348,4.267173876,32.24903099,64.84542032,12.85457968
82.9,1093,3,2,10,1,1,9.104943712,4.360318132,33.06055051,70.40270277,12.49729723
105,1000,3,1,55,1,1,10.24695077,4.71769398,31.6227766,88.19198403,16.80801597
100,2296,4,3,16,2,1,10,4.641588834,47.9165942,149.0894229,-49.08942291
134.5,2137,3,2,43,1,1,11.59741351,5.123586761,46.22769733,121.1144567,13.38554327
88.9,1080,2,1,50,1,1,9.428679653,4.46307228,32.86335345,76.70937985,12.19062015
75,1427,3,2,24,1,1,8.660254038,4.217163327,37.77565354,94.44622982,-19.44622982
102,1649,3,2,44,1,1,10.09950494,4.672328728,40.60788101,99.00077832,2.999221685
102,1280,3,2,5,1,1,10.09950494,4.672328728,35.77708764,86.23331541,15.76668459
77,978,2,1,66,1,1,8.774964387,4.254320865,31.27299154,65.61251708,11.38748292
114.45,2224,4,3,12,2,1,10.69813068,4.855179219,47.15930449,147.2555991,-32.80559909
85,1289,3,2,45,1,1,9.219544457,4.396829672,35.90264614,83.38821357,1.611786429
152,2359,5,3,6,2,1,12.32882801,5.336803297,48.56953778,149.8500295,2.149970545
111,1642,3,2,1,1,1,10.53565375,4.805895534,40.52159918,120.19522,-9.195220002
79.95,1028,3,1,33,1,1,8.941476388,4.307971512,32.06243908,79.70365832,0.246341678
146,2134,4,3,16,2,1,12.08304597,5.265637428,46.19523785,136.930954,9.069045959
68,1141,3,2,10,1,1,8.246211251,4.081655102,33.77869151,74.3627729,-6.3627729
80,1900,4,2,36,1,1,8.94427191,4.30886938,43.58898944,108.7701123,-28.77011225
203,2200,4,3,10,2,1,14.24780685,5.877130659,46.9041576,147.0725033,55.92749672
127.5,2163,4,3,16,2,1,11.29158979,5.033113548,46.50806382,139.1074701,-11.60747007
77,1211,3,1,47,1,1,8.774964387,4.254320865,34.79942528,90.06142998,-13.06142998
112,1943,4,3,5,2,1,10.58300524,4.820284528,44.07947368,128.832655,-16.83265503
89,1326,3,2,33,1,1,9.433981132,4.464745096,36.41428291,86.54688263,2.453117372
70,1146,3,2,13,1,1,8.366600265,4.1212853,33.85262176,74.99925791,-4.999257908
56,1427,3,2,0,1,1,7.483314774,3.825862366,37.77565354,100.4667343,-44.46673429
57,1000,3,1,20,1,1,7.549834435,3.848501131,31.6227766,72.82941034,-15.82941034
