Intercept,stories 1,stories 2,sqft,bath 1,bath 2,bath 3,bath 4,bath 5,beds 2,beds 3,beds 4,beds 5,beds 6,age,vacant 0,vacant 1,Price,beds,bath,stories,vacant,sqrt_Price,tr2_Price,Predicted_Price,lclm_,uclm_,lcl_,ucl_,r_,cookd_
1,1,0,1384,0,1,0,0,0,0,1,0,0,0,33,1,0,91,3,2,1,0,9.539392014,4.497941445,96.86502492,92.17107978,101.5589701,45.92785919,147.8021906,-5.865024915,3.45834E-05
1,1,0,1280,0,1,0,0,0,0,0,1,0,0,24,1,0,92.4,4,2,1,0,9.612491873,4.520890523,81.60794618,73.59411276,89.6217796,30.25832829,132.9575641,10.79205382,0.000352881
1,1,0,2017,0,1,0,0,0,0,0,1,0,0,23,1,0,119,4,2,1,0,10.90871212,4.918684735,143.3975074,136.333621,150.4613938,92.18754525,194.6074695,-24.39750739,0.001385391
1,1,0,1026,1,0,0,0,0,0,1,0,0,0,36,1,0,72.5,3,1,1,0,8.514693183,4.169775458,76.71161234,69.64661488,83.77660979,25.50149693,127.9217277,-4.211612336,4.12972E-05
1,1,0,2402,0,0,1,0,0,0,0,1,0,0,8,1,0,275,4,3,1,0,16.58312395,6.502957234,182.2753865,173.1210384,191.4297347,130.735462,233.8153111,92.72461347,0.034529613
1,0,1,2678,0,0,1,0,0,0,0,0,1,0,7,1,0,143,5,3,2,0,11.95826074,5.229321532,168.8278851,156.5677297,181.0880404,116.6467281,221.009042,-25.82788505,0.00507276
1,1,0,1376,0,1,0,0,0,0,1,0,0,0,5,1,0,74,3,2,1,0,8.602325267,4.198336454,109.2485005,104.2435766,114.2534245,58.2817369,160.2152642,-35.24850052,0.001423496
1,1,0,1330,1,0,0,0,0,1,0,0,0,0,46,1,0,115,2,1,1,0,10.7238053,4.862944131,111.7771068,104.2948396,119.259374,60.50775875,163.0464549,3.22289316,2.72553E-05
1,0,1,3047,0,0,1,0,0,0,0,1,0,0,9,1,0,240,4,3,2,0,15.49193339,6.214465012,232.9496741,224.2939603,241.6053879,181.4959754,284.4033728,7.050325895,0.000177205
1,0,1,2242,0,0,1,0,0,0,0,1,0,0,5,1,0,260,4,3,2,0,16.1245155,6.382504299,167.8322424,161.2782399,174.386245,116.6901201,218.9743648,92.16775758,0.01692692
1,1,0,1475,0,1,0,0,0,0,1,0,0,0,8,1,0,119.95,3,2,1,0,10.95216874,4.931738995,116.0878672,111.3360413,120.8396931,65.14533505,167.0303993,3.862132807,0.000015375
1,1,0,1803,0,1,0,0,0,0,1,0,0,0,6,1,0,127,3,2,1,0,11.26942767,5.026525695,144.311827,138.9223115,149.7013425,93.30586059,195.3177934,-17.31182699,0.00039942
1,1,0,1519,0,1,0,0,0,0,1,0,0,0,19,1,0,103,3,2,1,0,10.14889157,4.687548148,114.6225285,110.2928392,118.9522178,63.71763739,165.5274196,-11.62252852,0.000115252
1,1,0,1479,0,1,0,0,0,0,1,0,0,0,9,1,0,129.95,3,2,1,0,11.3995614,5.065147475,115.9546546,111.2572933,120.6520159,65.01717395,166.8921352,13.99534541,0.000197214
1,1,0,2426,0,0,1,0,0,0,0,1,0,0,3,1,0,220,4,3,1,0,14.83239697,6.036810737,186.6025553,177.3977799,195.8073307,135.0536502,238.1514604,33.39744471,0.004532344
1,1,0,1708,0,1,0,0,0,0,1,0,0,0,34,1,0,127,3,2,1,0,11.26942767,5.026525695,123.3580357,118.7998868,127.9161847,72.43320433,174.2828671,3.641964276,1.25624E-05
1,1,0,1062,1,0,0,0,0,0,1,0,0,0,40,1,0,73.5,3,1,1,0,8.5732141,4.188859364,77.84290087,70.84358404,84.8422177,26.6418055,129.0439962,-4.342900872,4.30678E-05
1,1,0,2940,0,0,1,0,0,0,0,1,0,0,21,1,0,208,4,3,1,0,14.4222051,5.924992137,220.9821995,210.5402184,231.4241805,169.1980639,272.7663351,-12.98219946,0.000898795
1,0,1,1984,0,0,1,0,0,0,0,1,0,0,15,1,0,139,4,3,2,0,11.78982612,5.180101467,141.7044458,134.9879863,148.4209053,90.54125044,192.8676412,-2.704445794,1.53315E-05
1,1,0,2184,0,0,1,0,0,0,1,0,0,0,25,1,0,157,3,3,1,0,12.52996409,5.394690712,167.0115048,156.9088453,177.1141643,115.2947235,218.728286,-10.01150476,0.000497524
1,1,0,954,0,1,0,0,0,0,1,0,0,0,12,1,0,59.3,3,2,1,0,7.700649323,3.899583563,70.87288559,64.64867591,77.09709527,19.77198035,121.9737908,-11.57288559,0.00023989
1,1,0,1040,0,1,0,0,0,0,1,0,0,0,4,1,0,81.5,3,2,1,0,9.027735043,4.33563323,81.75700633,75.72016665,87.79384602,30.67858463,132.835428,-0.257006334,1.11E-07
1,1,0,1110,0,1,0,0,0,0,1,0,0,0,13,1,0,74.95,3,2,1,0,8.657366805,4.216225971,83.38712911,77.92009907,88.85415915,32.37291395,134.4013443,-8.437129109,9.76841E-05
1,1,0,1478,0,1,0,0,0,0,1,0,0,0,35,1,0,78,3,2,1,0,8.831760866,4.272658682,103.7543972,99.15994232,108.3488522,52.82630336,154.6824911,-25.75439724,0.000638423
1,1,0,1100,1,0,0,0,0,0,1,0,0,0,40,1,0,75,3,1,1,0,8.660254038,4.217163327,81.0047649,74.03440507,87.97512474,29.80761999,132.2019098,-6.004764903,8.16291E-05
1,0,1,3582,0,0,0,1,0,0,0,1,0,0,2,1,0,460,4,4,2,0,21.44761059,7.719442629,339.8998657,320.911456,358.8882754,285.741566,394.0581655,120.1001343,0.315504704
1,1,0,1196,1,0,0,0,0,0,1,0,0,0,35,1,0,60,3,1,1,0,7.745966692,3.914867641,91.32283393,84.30864095,98.33702691,40.11970283,142.525965,-31.32283393,0.00225025
1,0,1,3298,0,0,1,0,0,0,0,0,1,0,28,1,0,295,5,3,2,0,17.17556404,6.656930232,210.6293445,197.4400018,223.8186873,158.2220884,263.0366006,84.37065548,0.063888859
1,1,0,1366,0,1,0,0,0,0,1,0,0,0,22,1,0,73.5,3,2,1,0,8.5732141,4.188859364,100.4937442,95.98677503,105.0007135,49.5734683,151.4140202,-26.99374424,0.000674469
1,0,1,3760,0,0,0,1,0,0,0,1,0,0,1,1,0,428,4,4,2,0,20.68816087,7.536122043,355.1767429,335.739044,374.6144418,300.8592883,409.4941975,72.82325711,0.123474536
1,0,1,2392,0,1,0,0,0,0,0,1,0,0,66,1,0,164,4,2,2,0,12.80624848,5.473703675,152.0322222,141.0044746,163.0599698,100.1267991,203.9376453,11.96777784,0.000860685
1,1,0,1458,0,1,0,0,0,0,1,0,0,0,16,1,0,88,3,2,1,0,9.38083152,4.447960181,110.9450259,106.5113377,115.3787141,60.03118373,161.858868,-22.94502588,0.000471358
1,1,0,2175,0,1,0,0,0,0,1,0,0,0,11,1,0,185,3,2,1,0,13.60147051,5.698019215,172.9346097,166.1418029,179.7274166,121.7613359,224.1078836,12.06539028,0.00031238
1,1,0,1154,0,1,0,0,0,0,1,0,0,0,15,1,0,77,3,2,1,0,8.774964387,4.254320865,86.11615403,80.86594074,91.36636732,35.12471876,137.1075893,-9.116154029,0.000104982
1,1,0,1421,0,1,0,0,0,0,1,0,0,0,44,1,0,107,3,2,1,0,10.34408043,4.747459399,94.8172376,89.58765781,100.0468174,43.82792268,145.8065525,12.1827624,0.00018599
1,1,0,1199,1,0,0,0,0,1,0,0,0,0,48,1,0,60,2,1,1,0,7.745966692,3.914867641,99.94491583,92.64373362,107.246098,48.7016822,151.1881495,-39.94491583,0.003978121
1,1,0,1104,1,0,0,0,0,0,1,0,0,0,45,1,0,84,3,1,1,0,9.16515139,4.37951914,79.0073907,72.02936649,85.9854149,27.80920174,130.2055797,4.992609304,5.65587E-05
1,1,0,1040,0,1,0,0,0,0,1,0,0,0,6,1,0,75,3,2,1,0,8.660254038,4.217163327,80.82492554,74.86376215,86.78608892,29.75539255,131.8944585,-5.824925535,5.56039E-05
1,1,0,965,0,1,0,0,0,1,0,0,0,0,88,1,0,72,2,2,1,0,8.485281374,4.160167646,50.8000779,38.27935585,63.32079995,-1.442914089,103.0430699,21.1999221,0.003583608
1,1,0,1868,0,1,0,0,0,0,0,1,0,0,40,1,0,155,4,2,1,0,12.4498996,5.371685355,123.0769853,115.8870198,130.2669508,71.84947967,174.304491,31.92301469,0.00246079
1,1,0,1910,0,1,0,0,0,0,0,1,0,0,19,1,0,115,4,2,1,0,10.7238053,4.862944131,136.3585255,129.3809552,143.3360958,85.16039843,187.5566526,-21.35852553,0.00103497
1,1,0,1885,0,1,0,0,0,0,0,1,0,0,1,1,0,159,4,2,1,0,12.60952021,5.417501515,142.667079,135.0705482,150.2636099,91.38093068,193.9532274,16.33292098,0.000722512
1,1,0,1059,0,1,0,0,0,0,1,0,0,0,15,1,0,82,3,2,1,0,9.055385138,4.344481486,78.21149395,72.54388762,83.87910028,27.17539406,129.2475939,3.788506048,2.12046E-05
1,1,0,2148,0,0,1,0,0,0,0,1,0,0,8,1,0,257.5,4,3,1,0,16.04680654,6.361981635,161.1408217,152.0062793,170.2753641,109.6044113,212.6772321,96.3591783,0.037117623
1,1,0,1248,1,0,0,0,0,1,0,0,0,0,71,1,0,67,2,1,1,0,8.185352772,4.0615481,93.3031271,85.51645659,101.0897976,41.98847063,144.6177836,-26.3031271,0.001973405
1,1,0,4278,0,0,0,1,0,0,0,0,0,1,11,1,0,444,6,4,1,0,21.07130751,7.628883626,433.3331171,391.2861352,475.3800991,367.4505669,499.2156673,10.66688287,0.092232351
1,1,0,1146,1,0,0,0,0,1,0,0,0,0,40,1,0,89.25,2,1,1,0,9.447221814,4.46892166,99.26327077,91.87693725,106.6496043,48.00783542,150.5187061,-10.01327077,0.0002561
1,1,0,1666,0,1,0,0,0,0,1,0,0,0,14,1,0,105,3,2,1,0,10.24695077,4.71769398,129.1841519,124.5878893,133.7804145,78.2558949,180.1124089,-24.1841519,0.000563397
1,1,0,1126,1,0,0,0,0,0,1,0,0,0,41,1,0,92,3,1,1,0,9.591663047,4.514357436,82.70210516,75.74835169,89.65585862,31.50721851,133.8969918,9.297894845,0.000194747
1,0,1,1894,0,0,1,0,0,0,0,1,0,0,3,1,0,119,4,3,2,0,10.90871212,4.918684735,139.8083053,132.6268374,146.9897731,88.58199159,191.0346189,-20.80830526,0.001042968
1,1,0,1983,0,1,0,0,0,0,0,1,0,0,44,1,0,124,4,2,1,0,11.13552873,4.986630952,130.7816228,123.3943582,138.1688874,79.52605321,182.0371923,-6.781622753,0.0001175
1,1,0,1300,0,1,0,0,0,0,1,0,0,0,54,1,0,70,3,2,1,0,8.366600265,4.1212853,80.08879287,73.71473331,86.46285244,28.96941919,131.2081666,-10.08879287,0.000191478
1,1,0,1001,1,0,0,0,0,0,1,0,0,0,41,1,0,76,3,1,1,0,8.717797887,4.235823584,72.30123663,65.23133176,79.37114151,21.09044396,123.5120293,3.698763367,0.000031898
1,0,1,2163,0,0,1,0,0,0,0,1,0,0,16,1,0,155,4,3,2,0,12.4498996,5.371685355,156.1324491,149.776129,162.4887693,105.0152843,207.2496139,-1.132449118,2.40E-06
1,0,1,1861,0,1,0,0,0,1,0,0,0,0,7,1,0,300,2,2,2,0,17.32050808,6.694329501,160.5746222,147.5568356,173.5924089,108.2102785,212.938966,139.4253778,0.169327445
1,0,1,1635,0,0,1,0,0,0,0,1,0,0,4,1,0,102,4,3,2,0,10.09950494,4.672328728,117.7916653,109.6770074,125.9063231,66.42621577,169.1571148,-15.79166528,0.00077571
1,1,0,1452,0,1,0,0,0,0,1,0,0,0,62,1,0,84,3,2,1,0,9.16515139,4.37951914,89.0079258,82.26663439,95.74921721,37.8414647,140.1743869,-5.007925798,5.29742E-05
1,1,0,1200,0,1,0,0,0,0,1,0,0,0,10,1,0,73,3,2,1,0,8.544003745,4.179339196,92.27387564,87.07634407,97.47140722,41.2878377,143.2599136,-19.27387564,0.000459709
1,0,1,2315,0,0,0,1,0,0,0,1,0,0,86,1,0,107,4,4,2,0,10.34408043,4.747459399,195.3292688,174.5559408,216.1025968,140.519663,250.1388746,-88.32926879,0.218016015
1,0,1,2426,0,0,1,0,0,0,0,1,0,0,3,1,0,222.5,4,3,2,0,14.91643389,6.059591371,184.0744017,177.3191612,190.8296422,132.9061009,235.2427025,38.42559831,0.003132202
1,1,0,2552,0,0,1,0,0,0,1,0,0,0,7,1,0,282.5,3,3,1,0,16.80773631,6.561545591,206.0203889,195.3908429,216.6499349,154.1981062,257.8426715,76.47961112,0.032427504
1,1,0,1440,0,1,0,0,0,0,1,0,0,0,12,1,0,88,3,2,1,0,9.38083152,4.447960181,111.3114624,106.7271186,115.8958063,60.38427969,162.2386451,-23.31146241,0.000520714
1,1,0,1200,1,0,0,0,0,0,1,0,0,0,0,1,0,75,3,1,1,0,8.660254038,4.217163327,107.9670757,99.03872027,116.8954312,56.46681103,159.4673404,-32.96707571,0.004138334
1,1,0,2125,0,1,0,0,0,0,0,1,0,0,21,1,0,164,4,2,1,0,12.80624848,5.473703675,153.3159386,146.0063938,160.6254834,102.0715128,204.5603644,10.68406141,0.000285275
1,1,0,1948,0,1,0,0,0,0,0,1,0,0,6,1,0,145,4,2,1,0,12.04159458,5.253587873,145.5789148,138.1533119,153.0045176,94.31780563,196.8400239,-0.578914758,8.66E-07
1,1,0,1672,0,1,0,0,0,1,0,0,0,0,13,1,0,186,2,2,1,0,13.6381817,5.708267473,144.5804202,135.5089693,153.6518712,93.05515504,196.1056854,41.41957976,0.006757477
1,1,0,1106,1,0,0,0,0,1,0,0,0,0,31,1,0,106,2,1,1,0,10.29563014,4.732623491,100.1293564,92.46800484,107.7907081,48.83356676,151.4251461,5.870643556,9.50191E-05
1,1,0,1460,1,0,0,0,0,0,1,0,0,0,47,1,0,97.5,3,1,1,0,9.874208829,4.602582041,107.6969835,100.4573418,114.9366251,56.46248197,158.9314849,-10.19698345,0.000254705
1,0,1,2250,0,0,1,0,0,0,0,1,0,0,8,1,0,176,4,3,2,0,13.26649916,5.604078661,167.0997768,160.6519358,173.5476178,115.9711509,218.2284027,8.900223192,0.000152603
1,1,0,1394,1,0,0,0,0,1,0,0,0,0,48,1,0,59.6,2,1,1,0,7.720103626,3.906148531,116.1702707,108.5879123,123.7526292,64.88621969,167.4543218,-56.57027072,0.008633718
1,1,0,1800,0,1,0,0,0,0,0,0,1,0,1,1,0,155,5,2,1,0,12.4498996,5.371685355,101.2439825,87.31464244,115.1733225,48.64561513,153.8423498,53.75601755,0.029417705
1,0,1,2456,0,0,1,0,0,0,0,1,0,0,6,1,0,157.5,4,3,2,0,12.5499004,5.400411491,185.1724889,178.505237,191.8397409,134.0157301,236.3292478,-27.67248893,0.001580925
1,1,0,1180,0,1,0,0,0,0,1,0,0,0,28,1,0,82.5,3,2,1,0,9.082951062,4.353293846,82.22100949,76.99699146,87.44502752,31.23226469,133.2097543,0.278990515,9.73E-08
1,1,0,1640,0,1,0,0,0,0,1,0,0,0,18,1,0,115,3,2,1,0,10.7238053,4.862944131,125.1566096,120.7391755,129.5740438,74.24418036,176.0690389,-10.15660964,9.16711E-05
1,1,0,785,1,0,0,0,0,1,0,0,0,0,58,1,0,64.5,2,1,1,0,8.031189202,4.010389657,60.83683529,53.00888439,68.66478618,9.515898563,112.157772,3.663164714,3.87017E-05
1,1,0,990,0,1,0,0,0,1,0,0,0,0,70,1,0,67,2,2,1,0,8.185352772,4.0615481,61.2689788,50.24765078,72.29030682,9.364919203,113.1730384,5.731021203,0.000197118
1,1,0,1390,0,1,0,0,0,0,0,1,0,0,50,1,0,84.95,4,2,1,0,9.216832428,4.39596738,78.64366009,70.04750783,87.23981234,27.1999475,130.0873727,6.306339915,0.00013972
1,0,1,1839,0,1,0,0,0,0,0,1,0,0,53,1,0,145,4,2,2,0,12.04159458,5.253587873,112.077305,101.9348185,122.2197915,60.35272901,163.801881,32.92269499,0.005426338
1,1,0,1385,0,1,0,0,0,0,1,0,0,0,7,1,0,89.95,3,2,1,0,9.484197383,4.480574703,109.0652823,104.1838439,113.9467206,58.1104967,160.0200678,-19.11528226,0.000397852
1,1,0,1094,0,1,0,0,0,0,1,0,0,0,10,1,0,100,3,2,1,0,10,4.641588834,83.45393914,77.85003306,89.05784521,32.42487395,134.4830043,16.54606086,0.000395203
1,1,0,1420,0,1,0,0,0,0,1,0,0,0,33,1,0,132.5,3,2,1,0,11.51086443,5.098064112,99.86047505,95.24840572,104.4725444,48.93078907,150.790161,32.63952495,0.001033409
1,1,0,1477,1,0,0,0,0,0,1,0,0,0,56,1,0,106.2,3,1,1,0,10.30533842,4.735598114,104.917138,97.52211509,112.3121609,53.66044968,156.1738263,1.282862031,4.21E-06
1,1,0,1519,0,1,0,0,0,0,1,0,0,0,20,1,0,112,3,2,1,0,10.58300524,4.820284528,114.1564881,109.8428767,118.4700995,63.25296197,165.0600143,-2.156488115,3.94E-06
1,1,0,1532,0,1,0,0,0,0,1,0,0,0,31,1,0,161,3,2,1,0,12.68857754,5.440121825,110.111734,105.7215984,114.5018697,59.20166606,161.021802,50.88826596,0.002272501
1,0,1,2224,0,0,1,0,0,0,0,1,0,0,15,1,0,124,4,3,2,0,11.13552873,4.986630952,161.6741134,155.3667582,167.9814685,110.5630142,212.7852125,-37.67411336,0.002612756
1,1,0,1400,0,1,0,0,0,1,0,0,0,0,7,1,0,103,2,2,1,0,10.14889157,4.687548148,124.7443727,115.6318795,133.8568659,73.21186587,176.2768796,-21.74437273,0.001880391
1,0,1,2500,0,0,0,0,1,0,1,0,0,0,47,1,0,238,3,5,2,0,15.42724862,6.197154435,227.3331171,185.2861352,269.3800991,161.4505669,293.2156673,10.66688287,0.092232351
1,1,0,1384,1,0,0,0,0,0,1,0,0,0,35,1,0,70,3,1,1,0,8.366600265,4.1212853,106.9657402,99.7511923,114.1802881,55.73477853,158.1967018,-36.96574018,0.003323167
